id,code,name,unit,cost,rate,price,WPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,1515844264,SAM J5 PRIME U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,1515844339,GIONEE X1S LISHEN POUCH,1,55,NULL,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,1515846664,ZTE BLADE V8 MINI,1,14799,NULL,15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,1515850232,MICROMAX BHARAT 3 Q437,1,4099,NULL,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1515928453,PHILIPS NORMAL HF,1,50,NULL,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1515941438,OG V8 DATA CABLE,1,30,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,1515998625,AUX CABLE NORMAL COLOURS,1,20,NULL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,1516003002,MOTO E4 LISHEN FLIP POUCH,1,130,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,1516003609,VIVO  Y51L U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1516003775,VIVO Y51L BASEUS  SLIMLINE CASE,1,55,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,1516003915,VIVO V7 BASEUS SLIM LINE CASE,1,55,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,1516003980,VIVO V7 POLO & RACQUET HARD CASE,1,55,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,1516004296,LENOVO  K8 NOTE LISHEN FLIP POUCH,1,140,NULL,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,1516004361,LENOVO K8 PLUS LISHEN FLIP POUCH,1,140,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,1516004606,OPPO A71 RICHBOSS FLIP POUCH,1,170,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,1516005034,REDMI 5A RICHBOSS FLIP COVER,1,110,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,1516005184,LENOVO K8 LISHEN FLIP POUCH,1,140,NULL,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,1516080100,REDMI 5A 2GB,1,6049.99,NULL,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,1516085648,OPPO F5 OG LEATHER POUCH,1,120,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,1516085826,RICH BOSS MOTO G5S FLIP POUCH,1,110,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,1516085943,RICH BOSS SAM J7 FLIP POUCH,1,110,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,1516086113,RICH BOSS REDMI 4 FLIP POUCH,1,110,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,1516086209,RICH BOSS REDMI 4A FLIP POUCH,1,110,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,1516086405,INTEX SAM G360 BATTERY,1,250,NULL,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,1516086519,3G GOLD CAR HOLDER CH-606,1,80,NULL,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,1516086681,BLUE I DATA CABLE TYPE C X2,1,80,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,1516086884,HONOR 8 PRO U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,1516087001,REDMI 4X U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,1516087024,REDMI 4A U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,1516087262,REDMI NOTE 5A POLO & RACQUET HARD CASE,1,55,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,1516087307,VIVO V7 PLUS U CASE,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,1516087485,NOKIA 2 U CASE,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,1516087640,COOL NOTE5 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,1516087827,VIVO V3 U CASE,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,1516165364,OPPO A37 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1516165537,VIVO Y53 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,1516165739,MMX BARATH2 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,1516165846,REDMI 4X 360 PROTECT CASE,1,100,NULL,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,1516165946,OPPO F3 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,1516166026,REDMI Y1 LITE U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,1516166105,MMX BARATH5 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,1516166439,VIVO Y69 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,1516166622,SAM J2 15 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,1516166727,COOLPAID NOTE3 LITE U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,1516166839,MMX Q409 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,1516166960,MMX INFINITY PRO U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,1516167096,COOL PAID NOTE3S U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,1516167171,COOL PAID MEGA 2.5D U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,1516167225,SAMSUNG NOTE 8 FULL GUM TG,1,330,NULL,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,1516167299,SAMSUNG NOTE 8 FULL BODY 2IN1 SG,1,240,NULL,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,1516167903,VIVO V7  AUTO FOCUS DESIGN POUCH,1,169,NULL,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,1516172805,REDMI 4X POLO & RACQUET HARD CASE,1,55,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,1516172929,SAMSUNG J2 BASEUS SLIM LINE CASE,1,55,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,1516176716,SAMSUNG S8 (4GB+64GB),1,45990,NULL,54200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,1516180031,KARBOON K9 (UDAAN),1,1040,NULL,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,1516259400,IP OGRGINA ADOPTER MB7072,1,220,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,1516276158,OPPO A83 CPH1729,1,11895,NULL,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,1516277475,REDMI OG ADAPTER 2AMP,1,371,NULL,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,1516286341,REDMI NOTE 3 FLIP CASE,1,90,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,1516341130,SAM S7 TRINK PROTECTION TG,1,50,NULL,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,1516341291,LAVA A82 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,1516344908,3G GOLD SELFIE STICK SF-305,1,120,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,1516345105,3G GOLD SELEFI STICK SF-301,1,80,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,1516345285,BLUE I HEAD PHONE HP 303,1,120,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,1516345492,REDMI A1 AUTO FOCUS POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,1516345540,SONY FAST CHARGER 2.1 OUT PUT,1,950,NULL,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,1516345826,SLX 5IN1 AC CHARGER,1,80,NULL,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,1516346476,REDMI 4 (32GB) UDAAN,1,9000,NULL,9499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,1516362802,SAMSUNG TAB A 7.0 (17.77cm),1,9223,NULL,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,1516365926,VIVO V7 PLUS AUTO FOCUS POUCH,1,50,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,1516366254,ZENFONE 5.0 PRINTED POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,1516366513,OPPO F3+ BASUES 4CUT POUCH,1,50,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,1516366693,OPPO A71 POLO AND RACQUET POUCH,1,55,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,1516367847,ZENFONE  ZEN3 5.5 PRINTED POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,1516369110,LENOVO K6 NOTE HAPPY ANT POUCH,1,40,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,1516369239,MOTO G5S PLUS AUTO FOCUS POUCH,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,1516369344,MOTO G5 PLUS JEANS LAMBO POUCH,1,170,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,1516369495,LENOVO K8 POLO AND RACQUET POUCH,1,55,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,1516369705,VIVO Y53 AUTO FOCUS POUCH,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,1516369925,OPPO A37 AUTO FOCUS POUCH,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,1516370046,VIVO Y51L AUTO FOCUS POUCH,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,1516370137,VIVO Y55L AUTO FOCUS POUCH,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,1516370202,OPPO NEO 7 LOGO BLACK POUCH,1,45,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,1516370441,VIVO Y53 BLACK SOFT CASE POUCH,1,40,NULL,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,1516370547,REDMI MI MAX 2 TRANSPRENT POUCH,1,45,NULL,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,1516370754,HONOR 8 TRANSPRENT POUCH,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,1516371058,HONOR 7 SKIN IN BASE CASE,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,1516371188,1+5 OG LEATHER POUCH,1,120,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,1516371317,ZEN FONE 2.5 PRINTED POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,1516371436,HONOR 9 TRANSPRENT POUCH,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,1516371623,LETV 1S PRINTED POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,1516372303,BHARATH 2 U CASE POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,1516372369,MMX SELFI 2 U CASE POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,1516372443,MMX BHARATH 5 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,1516372514,MMX Q0452 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,1516372657,HONOR 7X SKIN BASE CASE,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,1516372968,NOKIA 7 SKIN BASE CASE,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,1516373055,1+3 BASUES SLIM LINE CASE,1,55,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,1516373141,NOKIA 2 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,1516373227,MMX CANVAS 1 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,1516373337,MOTO E4 PLUS AUTO FOCUS DESIGNS,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,1516373495,LENOVO K8 PLUS AUTO FOCUS DESIGNS,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,1516373594,REDMI NOTE4 AUTO FOCUS DESIGNS,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,1516373839,NOKIA 8 BASUES SLIM LINE CASE,1,55,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,1516373933,NOKIA 3 BASUES  ALL COLUR POUCH,1,60,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,1516374210,NOKIA 2 LISHEN POUCH,1,50,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,1516374292,MMX Q4310 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,1516374547,VIVO V7 PLUS OG LEATHER POUCH,1,120,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,1516374807,PHONOKART OPPO F5 MIVI CASE,1,190,NULL,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,1516374991, PHONOKART SAM S8 MIVI CASE,1,190,NULL,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,1516375167,PHONOKART SAM J7 MAX  MIVI CASE,1,190,NULL,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,1516441356,BLUE I CC ADAPTOR CC-05,1,180,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,1516441587,KDM CC IP CHARGER KM-A17,1,180,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,1516444596,PHILIPS HYPRLITE SHE4205BK/00 HF,1,760,NULL,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,1516444733,GT 7210 CHARGER,1,42,NULL,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,1516510700,BLUE I PANDA UNIVERSAL HF,1,65,NULL,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,1516511246,WIRELESS BLUETOOTH HEADSET,1,250,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,1516516653,9H REDMI A1 5D FULL GLASS,1,100,NULL,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,1516529593,BLUE I V8 1.5amp CHARGER,1,90,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,1516530929,REDMI NOTE4 360 POUCH,1,100,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,1516538523,TYPE C ADAPTER,1,60,NULL,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,1516686738,IPHONE X HAPPY ANT  SOFTCASE,1,45,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,1516686899,I PHONE X FULL BODY SCREEN PROTECTOR 2IN1,1,200,NULL,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,1516687114,I PHONE X PHONOKART POUCH,1,240,NULL,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,1516687196,I PHONE X SOFT CASE,1,60,NULL,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,1516687291,OPPO F5 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,1516687454,I PHONE X OG POUCH,1,180,NULL,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,1516687590,I PHONE 8 JOYROOM POUCH,1,110,NULL,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,1516687689,I PHONE X MY CASE POUCH,1,240,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,1516687882,IPHONE X SCREEN GLASS,1,30,NULL,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,1516690093,REDMI 5A TYRECASE,1,80,NULL,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,1516690954,REDMI MAXX 2 POKEMON POUCH,1,55,NULL,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,1516691384,SONY 16GB PEN DRIVE,1,400,NULL,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,1516691508,HP 8GB METAL PEN DRIVE,1,330,NULL,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,1516697729,MOTO A5000 TG,1,30,NULL,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,1516782589,REDMI 4A SOFT CASE OG,1,219,NULL,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,1516803921,SAMSUNG J2 ACE,1,7141,NULL,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,1516888570,IPHONE ADAPTER OG,1,220,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,1517032631,INTEX USB CABLE DC-205 IP 5S,1,120,NULL,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,1517033382,SYSKA BLUETOOTH LB-981,1,800,NULL,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,1517034104,BLUE I TC02 TRAVEL CHARGER,1,165,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,1517034352,SAM J7 U CASE POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,1517034456,HONOR 7X U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,1517034537,HONOR 9i U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,1517034629,OPPO F3+ DOTTED BLACK POUCH,1,35,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,1517035629,OPPO A57 NILLKIN POUCH,1,290,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,1517035775,HONOR 8-LITE IPAKY HARDCASE,1,45,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,1517036055,HONOR 8 IPAKY HARD CASE,1,45,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,1517036198,OPPO A37 RING CASE,1,80,NULL,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,1517036641,OPPO A37 LOGU BLACK POUCH,1,45,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,1517036747,I PHONE 7S MY CASE,1,240,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,1517036931,I PHONE 7 ARROW CASE,1,200,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,1517037032,I PHONE 7 SOFT LEATHET POUCH,1,150,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,1517037143, I PHONE 6S WOOD RUBBER CASE,1,45,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,1517037265,I PHONE 6S  POLO & RACQUET HARDCASE,1,45,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,1517037436,I PHONE 6S HAPPY ANT SOFT CASE,1,45,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,1517037724,I PHONE 7S MATEL BLACK CASE,1,45,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,1517037810,1 IN 3 DATA CABLE,1,70,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,1517038113,3G GOLD DATA CABLE GR-13 IP 6S,1,90,NULL,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,1517038403,3G GOLD BLUETOOTH BT20,1,450,NULL,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,1517039378,KDM BLUETOOTH WB 15,1,500,NULL,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,1517039521,PHILIPS C1505 BK EAR PHONE,1,244,NULL,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,1517040832,SAMSUNG J7 15 TRANSPARENT POUCH,1,60,NULL,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,1517041062,SAMSUNG J7 PRIME TRANSPARENT POUCH,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,1517041242,SAMSUNG J7NXT TRANSPARENT POUCH,1,40,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,1517041771,BLUE I STEREO SPEAKER,1,165,NULL,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,1517041931,UBON LED LANTERN LT-566,1,220,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,1517042271,REDMI 5A AUTO FOCUS POUCH,1,50,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,1517042215,REDMI NOTE 4 FASHION DESIGN FLIP CASE,1,160,NULL,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,1517042873,SAM G-530 U CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,1517119091,INTEX 5 IN 1 AC CHARGER,1,80,NULL,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,1517119192,BELL 5 IN 1 CHARGER AC CHARGER,1,80,NULL,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,1517121241,UBON MULTI PLUG EX-4,1,83,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,1517121415,PHONOKART IPHONE 5 MIVI CASE,1,271,NULL,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,1517121748,IPHONE 5S MY CASE,1,283,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,1517207817,SAM J7(NXT) TYRE CASE,1,80,NULL,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,1517207990,MI NOTE 4 TYRE CASE,1,80,NULL,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,1517208116,LETV 1S U-CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,1517208833,LENOVO K8 U-CASE,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,1517209602, 9H-I PHONE 6 5D GLASS,1,80,NULL,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,1517209758,UBON CARD READER CR410,1,20,NULL,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,1517210055,LENOVO K6 POWER U-CASE,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,1517210134,LENOVO K6 POWER BLACK CASE,1,35,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,1517210309,MOTO G5 U-CASE POUCH,1,35,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,1517210429,LENOVO K8 AUTO FOCUS BLACK POUCH,1,6,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,1517210621,SAM-S7EDGE ARROW ULTRA SLIM POUCH,1,200,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,1517210718,SAM S7 EDGE OG POUCH,1,180,NULL,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,1517211064,REDMI 4 RICH BOSS FLIP,1,110,NULL,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,1517211432,VIVO Y51L BASEUS SLIM POUCH,1,55,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,1517211729,LETV 2PRO PRINTED POUCH,1,30,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,1517212258,BLUE I N95 HP ZIGZAG,1,40,NULL,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,1517212512,KDM BL-4C BATTERY,1,80,NULL,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,1517218347,MI NOTE 4 TG,1,22,NULL,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,1517218857,IPHONE 6S MY CASE POUCH,1,240,NULL,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
